ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
0x14c35,CUS_0xa540,August,Jessican,38,074-17-6086,Journalist,11954.335_,932.1945833333333,5,6,18,1,Auto Loan,22,12,-0.30000000000000004,5.0,Standard,74.04,26.549130658966963,17 Years and 4 Months,Yes,7.9258761282951795,62.954210866436966,Low_spent_Small_value_payments,312.3393713386012,Poor
0x14c41,CUS_0xb28a,August,ini Annikan,26,348-50-5120,Engineer,68984.84,,8,7,9,3,"Auto Loan, Auto Loan, and Personal Loan",8,12,8.28,8.0,Standard,1112.47_,33.49265239242211,9 Years and 3 Months,Yes,166.33459833245556,75.03822647004506,High_spent_Medium_value_payments,589.300841864166,Standard
0x14c4d,CUS_0x6ef6,August,Lefteris Papadimasl,50,#F%$D@*&8,Manager,122178.93,9778.753302530213,5,1,11,4,"Payday Loan, Auto Loan, Debt Consolidation Loan, and Student Loan",3,2,2.11,1.0,Good,1314.14,27.918887460136013,28 Years and 6 Months,No,61393.0,362.15372743630684,High_spent_Small_value_payments,693.474079799229,Good
0x14c59,CUS_0x29b5,August,Ellenu,22,466-74-1374,Architect,120497.52,10203.46,0,5,8,3,"Payday Loan, Not Specified, and Debt Consolidation Loan",2,2,11.29,4.0,Good,487.77,25.75581174172565,23 Years and 11 Months,No,232.7415707951863,281.67425767643033,!@9#%8,755.9301715283833,Good
0x14c65,CUS_0x14a3,August,Prustyx,-500,642-06-3189,Media_Manager,119016.88,9918.073333333334,8,3,8,0,,27,13,2.77,5.0,Standard,839.78,29.00174210635968,32 Years and 6 Months,No,0.0,__10000__,High_spent_Medium_value_payments,926.3716741639321,Standard
0x14c71,CUS_0x454c,August,Roumeliotisa,33,441-33-1920,Journalist,91870.71,7946.892499999999,2,4,5,2,"Student Loan, and Personal Loan",12,0,17.71,6.0,_,90.19,40.06748295319926,32 Years and 5 Months,No,105.73724139394965,,High_spent_Small_value_payments,583.3704820240125,Standard
0x14c7d,CUS_0x5735,August,Castlez,44,941-81-5948,_______,95310.03,7978.5025,0,6,10,4,"Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, and Home Equity Loan",4,8,15.2,4.0,Good,716.24,33.176790919199085,31 Years and 3 Months,No,160.7692719097578,244.84333412296718,Low_spent_Large_value_payments,662.2376439672751,Standard
0x14c89,CUS_0x82fc,August,Ed Stoddardq,18,867-26-3831,Teacher,20736.07,1618.0058333333334,10,6,17,9,"Personal Loan, Credit-Builder Loan, Payday Loan, Auto Loan, Auto Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, and Debt Consolidation Loan",44,3864,19.06,7.0,_,3072.15,24.563679952252464,13 Years and 9 Months,Yes,81.96774253795871,,High_spent_Medium_value_payments,306.14702307922903,Good
0x14c95,CUS_0xc6cb,August,Sarah McBrides,21,716-93-2424,Accountant,159958.32,13161.86,5,3,10,1,Debt Consolidation Loan,5,,7.51,7.0,Good,803.57,43.089338432020796,16 Years and 0 Months,No,7539.0,349.0296958620652,High_spent_Medium_value_payments,1102.2165974785953,Standard
0x14ca1,CUS_0x20a3,August,Rachel Leec,30,838-84-0474,Lawyer,28793.49,2669.4575,7,5,17,3,"Payday Loan, Personal Loan, and Home Equity Loan",25,20,9.01,6.0,Standard,405.99,23.588534533691913,22 Years and 0 Months,Yes,69.88827520495059,77.52860866084792,High_spent_Small_value_payments,379.5288661342015,Standard
0x14cad,CUS_0x574a,August,Ann Saphirg,45,340-65-6634,Teacher,106444.68,9015.39,8,4,10,0,,8,13,17.96,6.0,_,959.18,39.564835159503545,31 Years and 5 Months,Yes,0.0,603.2025047261047,Low_spent_Large_value_payments,568.3364952738953,Standard
0x14cb9,CUS_0x6aa4,August,,18,147-09-0323,Architect,49732.35000000001,,6,10,18,1085,"Personal Loan, Personal Loan, Mortgage Loan, Home Equity Loan, Auto Loan, Debt Consolidation Loan, Credit-Builder Loan, and Not Specified",34,,8.72,9.0,Bad,4295.32,33.627464049337355,4 Years and 4 Months,Yes,211.3123413251602,397.91905776958674,!@9#%8,92.90485090525308,Poor
0x14cc5,CUS_0xc570,August,Neil Maidmentv,37,558-90-7115,Developer,35851.39,2762.6158333333333,6,4,5,2,"Student Loan, and Auto Loan",9,15,9.1,8.0,Standard,926.99,30.57129898611885,NA,No,32449.0,144.00192256132817,High_spent_Small_value_payments,338.7405653544067,Standard
0x14cd1,CUS_0x62da,August,,46,835-37-3964,Architect,62799.48,,9,8,32,9,"Personal Loan, Auto Loan, Debt Consolidation Loan, Debt Consolidation Loan, Payday Loan, Payday Loan, Auto Loan, Student Loan, and Student Loan",52,20,20.07,9.0,Bad,4144.96,30.046656286177374,NA,Yes,271.3578728226633,130.335127905191,High_spent_Medium_value_payments,364.2359992721457,Standard
0x14cdd,CUS_0xc01e,August,Granti,37,357-48-1484,Lawyer,40883.92,3525.9933333333333,6,10,15,5,"Payday Loan, Not Specified, Home Equity Loan, Payday Loan, and Payday Loan",59,23,_,11.0,Bad,1831.87,40.884593946625294,15 Years and 10 Months,Yes,131.52815362537774,107.62876418986679,High_spent_Medium_value_payments,363.44241551808886,Poor
0x14ce9,CUS_0xb1dc,August,Frostf,35,041-94-6829,Teacher,74270.8,6325.233333333334,7,5,16,9,"Auto Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, Student Loan, Debt Consolidation Loan, and Student Loan",39,25,26.68,10.0,Bad,3955.65,24.416084377725905,13 Years and 11 Months,Yes,391.0468209208228,95.01179894417618,High_spent_Large_value_payments,386.46471346833437,Good
0x14cf5,CUS_0xb3ac,August,Niu Shupingj,17,597-82-3599,Scientist,20188.33,1398.3608333333334,7,10,30,6_,"Credit-Builder Loan, Student Loan, Payday Loan, Student Loan, Student Loan, and Student Loan",61,21,8.67,14.0,Bad,2412.24,25.78232852294125,7 Years and 3 Months,Yes,70.46462062296479,90.00093137680277,Low_spent_Medium_value_payments,259.37053133356574,Poor
0x14d01,CUS_0x8067,August,,18,104-54-5798,Engineer,47868.74,3802.061666666666,5,5,15,2,"Debt Consolidation Loan, and Home Equity Loan",11,8_,8.92,10.0,_,727.67,31.68646914615057,6 Years and 9 Months,Yes,64.05620008509204,256.05493841690367,!@9#%8,330.09502816467096,Poor
0x14d0d,CUS_0xa11c,August,Barrw,-500,586-32-1202,Accountant,36913.88,,6,5,16,7,"Credit-Builder Loan, Mortgage Loan, Auto Loan, Student Loan, Personal Loan, Not Specified, and Mortgage Loan",48,,28.27,7.0,Bad,4610.78,22.850669874041106,4 Years and 0 Months,Yes,214.30926648619086,227.7285361305024,Low_spent_Small_value_payments,133.87786404997337,Poor
0x14d19,CUS_0x2890,August,Deyo,44,522-59-8579,Doctor,71015.06999999999,5866.9225,7,7,8,4,"Not Specified, Auto Loan, Payday Loan, and Debt Consolidation Loan",9,11_,10.16,4.0,_,1244.36,38.536371110172865,NA,Yes,139.2783643038279,__10000__,Low_spent_Medium_value_payments,470.0711095578733,Poor
0x14d25,CUS_0x4f92,August,Anjuli Daviesx,26,659-08-8401,_______,15669.87,1481.8225,9,4,24,8,"Payday Loan, Not Specified, Not Specified, Home Equity Loan, Home Equity Loan, Credit-Builder Loan, Auto Loan, and Mortgage Loan",17,18,19.67,14.0,Bad,3339.61,30.274264411083852,2 Years and 9 Months,Yes,55.251254213740005,13.889907985622992,High_spent_Large_value_payments,319.041087800637,Standard
0x14d31,CUS_0xd96,August,Catherine Hornbye,21,667-28-7573,Manager,98839.2,7937.6,6,5,16,1,Personal Loan,11,8,6.88,2.0,Standard,940.12,39.91816172209789,19 Years and 6 Months,No,71.03874607230401,168.26474446287898,High_spent_Large_value_payments,794.4565094648171,Standard
0x14d3d,CUS_0x40cf,August,,32,811-84-7081,Scientist,30953.51_,2807.459166666666,4,4,14,2,"Personal Loan, and Credit-Builder Loan",9,13,8.04,4.0,Standard,1106.09,28.83801735144352,26 Years and 2 Months,Yes,28.53957580088931,49.22138112965118,High_spent_Medium_value_payments,452.9849597361262,Standard
0x14d49,CUS_0x9bd9,August,Barretom,41,218-24-8466,Architect,106122.03,8652.5025,3,1,3,1_,Mortgage Loan,13,8,2.87,1.0,Good,1144.03,29.102520038755216,NA,NM,78.77689547508639,273.7234254307687,!@9#%8,762.749929094145,Good
0x14d55,CUS_0x8842,August,,56,633-86-8268,Teacher,60498.6,5147.55,7,6,12,1,Personal Loan,27,18,9.92,3.0,Standard,736.07,25.592784264853677,26 Years and 10 Months,No,47.9282096116055,639.8991393247993,Low_spent_Small_value_payments,116.92765106359529,Standard
0x14d61,CUS_0x9ba4,August,Rickj,20,732-45-5415,Journalist,30931.16_,2521.596666666667,4,7,15,6,"Home Equity Loan, Credit-Builder Loan, Not Specified, Debt Consolidation Loan, Not Specified, and Mortgage Loan",15,14,14.41,10.0,Standard,775.33,39.4696686247499,16 Years and 8 Months,Yes,81.4748102046393,163.35914617189744,Low_spent_Large_value_payments,277.3257102901299,Standard
0x14d6d,CUS_0xc2c7,August,Manganz,46,787-40-1764,_______,119706.2,10267.516666666666,7,5,11,2,"Payday Loan, and Home Equity Loan",25,16,19.58,6.0,Standard,264.89,34.473442793296634,18 Years and 6 Months,Yes,168.7303865815791,698.477763063105,Low_spent_Small_value_payments,449.54351702198267,Standard
0x14d79,CUS_0x11a4,August,Caroline Humerc,44,000-40-3312,Manager,44295.54,3677295,8,6,30,2,"Credit-Builder Loan, and Student Loan",38,21,8.96,8.0,Standard,1280.42,37.28447193197264,12 Years and 9 Months,Yes,65.57597408241918,74.61308704536044,High_spent_Medium_value_payments,477.54043887222036,Poor
0x14d85,CUS_0x79aa,August,Jeffw,34,824-45-3893,_______,18114.35_,,9,6,28,2,"Auto Loan, and Student Loan",21,16,7.85,15.0,Bad,1289.04,35.91139426953247,10 Years and 6 Months,Yes,16.120788654378792,168.43898910409274,Low_spent_Small_value_payments,256.9931389081951,Standard
0x14d91,CUS_0x5b20,August,Isabelz,51,212-46-0114,Engineer,24771.94,2356.328333333333,3,6,17,3,"Mortgage Loan, Payday Loan, and Debt Consolidation Loan",27,12,11.77,7.0,Standard,238.37,24.894853163969287,NA,NM,58.454417600540474,49.07806487822964,High_spent_Large_value_payments,368.1003508545632,Standard
0x14d9d,CUS_0x9f5d,August,Toonkelh,31,999-99-3421,Developer,10210735,733.8945833333332,10,9,30,5,"Personal Loan, Personal Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",27,19,24.69,14.0,Bad,3694.28,36.318044099747226,14 Years and 2 Months,Yes,42.02463932797235,44.20083420372202,High_spent_Small_value_payments,247.16398480163897,Standard
0x14da9,CUS_0x727a,August,Sonali Paula,40,364-26-4442,Doctor,68529.92,,10,10,18,7,"Credit-Builder Loan, Not Specified, Mortgage Loan, Auto Loan, Student Loan, Student Loan, and Auto Loan",34,20,17.99,,Standard,2643.57,27.328946026030803,14 Years and 3 Months,Yes,318.1943615136928,119.5904716271683,High_spent_Large_value_payments,402.2978335258055,Poor
0x14db5,CUS_0x5eef,August,,23,516-17-0651,Doctor,59240.0,4697.666666666667,6,5,9,2,"Credit-Builder Loan, and Auto Loan",14,14,11.56,2.0,Standard,469.89,31.127332649630326,17 Years and 9 Months,Yes,69.26616417252536,147.56680612569704,High_spent_Medium_value_payments,502.9336963684443,Standard
0x14dc1,CUS_0x9339,August,Deepat,40,646-09-4131,Accountant,15898.59,1059.8825,8,6,15,6,"Home Equity Loan, Payday Loan, Auto Loan, Mortgage Loan, Student Loan, and Debt Consolidation Loan",30,16,22.17,9.0,_,2552.86,29.255879411811453,3 Years and 9 Months,NM,72.01043750385405,,Low_spent_Small_value_payments,193.91318220195114,Standard
0x14dcd,CUS_0x7c8d,August,Rhys Jonesi,23,313-03-7956,Media_Manager,29132.58,2559715,7,10,24,6,"Credit-Builder Loan, Auto Loan, Not Specified, Personal Loan, Debt Consolidation Loan, and Personal Loan",40,21,18.5,7.0,_,4306.15,29.96443430537148,10 Years and 11 Months,NM,136.4572256165261,333.84466427093935,!@9#%8,75.66961011253451,Poor
0x14dd9,CUS_0xa20b,August,Angelau,3638,325-04-2025,Manager,57101.1,4668425,7,4,12,1,Mortgage Loan,11,16,2.3,4.0,_,1303.28,37.684476828255725,25 Years and 9 Months,No,29.448509955965857,109.17129638773052,High_spent_Medium_value_payments,578.2226936563038,Good
0x14de5,CUS_0xb37a,August,Shihf,42,590-89-0942,_______,28062.39,2397.5325,5,5,7,1,Student Loan,25,1,9.74,3.0,Good,839.85,31.48015186178215,18 Years and 5 Months,No,14.835134835161696,81.36062180263329,Low_spent_Large_value_payments,413.557493362205,Poor
0x14df1,CUS_0xbfd2,August,,41,925-75-0446,Journalist,25434.13_,2318.5108333333333,8,5,12,1,Payday Loan,19,14,14.04,10.0,Standard,606.48,25.52292790635177,8 Years and 0 Months,Yes,17.080132728719068,154.58654904538994,Low_spent_Small_value_payments,350.1844015592244,Standard
0x14dfd,CUS_0xbd2d,August,C.r,49,002-26-8942,Manager,22292.16,1560.68,5,5,14,0,,27,17,11.55,6.0,Standard,1143.8,24.244124654809088,20 Years and 2 Months,No,0.0,,Low_spent_Small_value_payments,254.44170479977254,Good
0x14e09,CUS_0x8d95,August,Azharn,32,028-75-4632,Manager,84169.92,7221.16,5,6,18,1,Mortgage Loan,23,8,19.0,8.0,Standard,617.14,34.186937804185284,29 Years and 8 Months,Yes,38.43795518519901,573.7596055826815,Low_spent_Medium_value_payments,389.91843923211945,Standard
0x14e15,CUS_0xb6b,August,Arno Schuetzek,21,257-56-8708,Mechanic,36463.7,2845.6416666666664,4,7,3,1,Personal Loan,9,5_,4.55,1.0,Good,1051.13,24.494327619456268,18 Years and 4 Months,No,19.159720761716454,44.1586850750759,High_spent_Medium_value_payments,471.24576082987437,Good
0x14e21,CUS_0x6f40,August,Soyoungv,31,566-34-8471,Musician,82995.82,7092.318333333334,2,2,10,2,"Home Equity Loan, and Mortgage Loan",4,10,2.05,615.0,Good,1424.11,34.77061847789192,27 Years and 10 Months,No,87.41803795286434,254.4427154256691,!@9#%8,617.3710799547998,Good
0x14e2d,CUS_0x4854,August,Langep,44,564-50-3217,Accountant,66012.28,5400.0233333333335,10,9,30,6,"Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, Not Specified, and Debt Consolidation Loan",47,21,25.47,11.0,Bad,3696.36,29.570504685039005,14 Years and 2 Months,Yes,227.3018600172955,118.05301559401012,High_spent_Medium_value_payments,444.64745772202775,Standard
0x14e39,CUS_0x741b,August,Bronsteinb,44,933-75-8093,Mechanic,72524.2,,8,4,6,5,"Payday Loan, Credit-Builder Loan, Home Equity Loan, Mortgage Loan, and Auto Loan",10,16,7.039999999999999,10.0,_,1032.63,31.12316553557063,17 Years and 3 Months,Yes,28683.0,318.9961615326257,Low_spent_Small_value_payments,330.4590107951236,Standard
0x14e45,CUS_0x35ac,August,Giseldaa,30,973-19-0864,Architect,118184.92,9901.743333333334,5,4,12,2,"Mortgage Loan, and Payday Loan",26,8,5.35,3.0,Standard,1190.44,36.54674481984575,20 Years and 10 Months,No,160.54415250731634,204.13213505155537,High_spent_Large_value_payments,865.4980457744618,Good
0x14e51,CUS_0xbcc9,August,Terry Baynesl,40,628-62-7723,Scientist,7518.71,505.5591666666666,6,4,15,3_,"Not Specified, Not Specified, and Auto Loan",16,18,17.89,9.0,Standard,832.0,34.745721711944306,8 Years and 4 Months,Yes,9.552501317305712,36.04538007853952,!@9#%8,294.95803527082137,Standard
0x14e5d,CUS_0xb808,August,Francesca Le,29,743-14-3427,_______,61711.89,5403.6575,6,6,5,2,"Home Equity Loan, and Payday Loan",21,14,14.46,7.0,_,464.0,30.657937068233014,5 Years and 10 Months,Yes,68.57886737085119,306.5608475074196,Low_spent_Large_value_payments,435.2260351217293,Standard
0x14e69,CUS_0x4468,August,Herbst-Baylisse,26,343-10-5114,Lawyer,14387.88,1165.99,10,6,32,6,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, Credit-Builder Loan, Debt Consolidation Loan, and Student Loan",47,15,27.67,10.0,Bad,2842.68,29.01960462078084,12 Years and 4 Months,Yes,56.83504637491106,109.85892378688752,Low_spent_Small_value_payments,239.90502983820141,Poor
0x14e75,CUS_0x86a8,August,,27,938-92-1711,Mechanic,35938.45,2830.870833333333,3,5,15,4,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",19,11,7.84,3.0,Standard,1438.83,32.95877717507284,NA,No,96.96085525690077,194.13484332728746,!@9#%8,261.9913847491451,Standard
0x14e81,CUS_0x12cb,August,Sakarif,39,075-60-6485,Writer,45188.52,3868.7100000000014,9,10,22,7,"Home Equity Loan, Student Loan, Home Equity Loan, Student Loan, Mortgage Loan, Home Equity Loan, and Home Equity Loan",44,20,10.45,11.0,Standard,1960.28,30.69063148859857,15 Years and 5 Months,Yes,154.35745842806455,150.50010605555238,High_spent_Small_value_payments,342.0134355163832,Poor
0x14e8d,CUS_0x7532,August,,40,#F%$D@*&8,Musician,30839.77,2203.9453378778685,4,6,20,3,"Payday Loan, Debt Consolidation Loan, and Home Equity Loan",23,11,5.66,,Standard,1086.63,32.48601348456307,25 Years and 5 Months,NM,218.7546585183884,143.38350301442205,Low_spent_Medium_value_payments,294.49541725598783,Standard
0x14e99,CUS_0x7ba9,August,Strupczewskip,25,989-07-3770,Manager,52462.42,,4,3,16,3,"Student Loan, Home Equity Loan, and Student Loan",11,8,15.87,8.0,Standard,778.66,25.209320379176198,20 Years and 8 Months,Yes,79.05169510067955,200.09042168376251,High_spent_Small_value_payments,412.4447165488912,Standard
0x14ea5,CUS_0xb00a,August,Maytaalm,41,977-99-6354,Accountant,172778.16,14626.18,2,3,3,3,"Payday Loan, Home Equity Loan, and Mortgage Loan",4,12_,5.53,3.0,Good,1231.19,39.20770777603337,30 Years and 9 Months,No,360.6746759210409,1305.333016849458,Low_spent_Small_value_payments,86.61030722950113,Good
0x14eb1,CUS_0x345e,August,Ferris-Rotmanl,37,006-81-5590,Manager,83265.72,6899.81,7,8,30,6,"Student Loan, Credit-Builder Loan, Student Loan, Auto Loan, Credit-Builder Loan, and Auto Loan",35,15,-2.54,13.0,Bad,2224.91,23.621181220061718,6 Years and 2 Months,Yes,296.6094941637514,46.092212635073516,High_spent_Large_value_payments,587.2792932011753,Poor
0x14ebd,CUS_0x42ef,August,Marc Jonesb,28,661-18-0432,Lawyer,18385.23,1413.1025,9,10,34,9,"Payday Loan, Personal Loan, Mortgage Loan, Payday Loan, Personal Loan, Auto Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",63,15,20.94,9.0,Bad,3720.45,36.86246270727998,13 Years and 2 Months,Yes,83.69761902461535,63.555390235372,Low_spent_Small_value_payments,284.05724074001273,Standard
0x14ec9,CUS_0x769d,August,McLaughline,34,971-25-1936,Writer,42366.0_,3340.5,9,10,27,8,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Not Specified, Personal Loan, Payday Loan, Payday Loan, and Debt Consolidation Loan",23,19,2.75,185.0,Bad,1603.52,25.002672543176164,16 Years and 3 Months,Yes,254.17841818343786,58.945856921644975,High_spent_Small_value_payments,280.92572489491715,Poor
0x14ed5,CUS_0x3643,August,Melanie Burtonk,18_,580-77-2584,Mechanic,46230.26,3579.521666666667,8,3,11,1,Student Loan,26,17,8.76,11.0,_,260.98,28.83423295304277,8 Years and 4 Months,Yes,34.425286675623546,71.3447008307375,High_spent_Large_value_payments,492.1821791603056,Standard
0x14ee1,CUS_0x3a3b,August,,53,608-37-5088,Doctor,113196.54,,2,3,10,0,,15,6,3.43,5.0,_,305.03,39.17704744211061,21 Years and 2 Months,No,0.0,275.36147541493716,Low_spent_Medium_value_payments,971.8430245850631,Standard
0x14eed,CUS_0xaad9,August,Supantha Mukherjeex,15,910-00-4345,Mechanic,8555.32,657.7759516589417,9,9,24,4,"Payday Loan, Payday Loan, Auto Loan, and Auto Loan",61,17,10.93,7.0,Standard,2457.42,31.41796911286015,11 Years and 9 Months,Yes,70.13822556174492,58.44935727898781,Low_spent_Small_value_payments,276.8741321669922,Standard
0x14ef9,CUS_0x9b81,August,Kambase,43,226-30-7230,Musician,95949.4,7875.783333333333,3,4,12,0,,20,,4.51,4.0,Standard,1264.37,37.371131556093715,19 Years and 11 Months,No,0.0,238.46276769487287,!@9#%8,809.1155656384606,Standard
0x14f05,CUS_0xc6ac,August,Pav Jordank,38,057-64-6271,Engineer,35185.56,2962.13,6,4,14,3,"Mortgage Loan, Home Equity Loan, and Credit-Builder Loan",11,10,7.14,0.0,Standard,379.47,29.507882463338056,21 Years and 2 Months,No,83.27806424741246,124.57563856772045,Low_spent_Small_value_payments,378.3592971848671,Standard
0x14f11,CUS_0x3849,August,,29,599-59-8932,Engineer,30695.12,2610.9266666666667,2,110,9,4,"Personal Loan, Home Equity Loan, Personal Loan, and Student Loan",8,3,0.4299999999999997,1.0,_,437.39,28.177232432355925,23 Years and 6 Months,No,64.74861622071981,,High_spent_Medium_value_payments,340.8758087059752,Good
0x14f1d,CUS_0x46c4,August,Sudipl,25,570-10-0256,Manager,61102.78,,7,5,14,4_,"Credit-Builder Loan, Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",27,10,7.11,9.0,_,432.45,38.67984740532086,31 Years and 3 Months,No,475.6650537873608,202.41679282065846,High_spent_Medium_value_payments,340.17294935645384,Good
0x14f29,CUS_0xa323,August,Robin Emmottv,54_,587-60-5963,Architect,23667.29,2082.274166666667,7,6,8,-100,"Not Specified, Debt Consolidation Loan, and Home Equity Loan",28,11,13.46,3.0,Standard,1202.43,36.70967291528214,20 Years and 2 Months,Yes,53.023139607340234,49.796911180115785,!@9#%8,355.40736587921066,Good
0x14f35,CUS_0x9cc,August,Angelaf,42,138-02-9904,Doctor,40290.47,3617.539166666667,5,5,5,4,"Home Equity Loan, Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",11,9,3.93,7.0,_,337.75,25.54846332405857,NA,No,74.08758399689567,313.188219245088,Low_spent_Large_value_payments,244.47811342468304,Poor
0x14f41,CUS_0x63df,August,Katharina Bartw,26,031-17-4326,Developer,44447.88,3999.99,7,5,30,5,"Credit-Builder Loan, Student Loan, Not Specified, Mortgage Loan, and Personal Loan",19,22,19.48,8.0,Bad,3781.47,35.493694990214884,6 Years and 0 Months,Yes,107.60529068800969,90.32635023910309,High_spent_Large_value_payments,442.06735907288726,Standard
0x14f4d,CUS_0xb03f,August,Alexei Oreskovicb,44,389-89-7954,Accountant,17963.45,1328.9541666666667,6,7,17,2,"Personal Loan, and Not Specified",61,15,0.75,11.0,Bad,2052.02,26.23985718881147,7 Years and 4 Months,Yes,23.01331426191241,154.19559348076876,Low_spent_Small_value_payments,245.68650892398557,Poor
0x14f59,CUS_0x7b0,August,Clara Ferreira-Marquesr,27,992-16-3962,Scientist,57626.34,4906.733879333267,3,5,4,3,"Not Specified, Payday Loan, and Auto Loan",5,2,9.93,2.0,Good,85.85,35.733743013517795,23 Years and 6 Months,No,259.8403815171133,__10000__,High_spent_Small_value_payments,417.28312740541963,Good
0x14f65,CUS_0x407a,August,Rothackern,20,250-68-2308,Engineer,15131.6,1505.966666666667,5,5,8,3,"Auto Loan, Payday Loan, and Debt Consolidation Loan",4,1,1.59,1.0,Good,463.82,24.03769389457277,25 Years and 6 Months,No,25.930431741169137,181.55154348176453,Low_spent_Small_value_payments,233.114691443733,Good
0x14f71,CUS_0xc146,August,Holtonb,55,178-30-4421,Teacher,83859.84,6759.32,8,4,14,0,,26,18,8.41,2.0,Standard,881.24_,25.972780509306464,18 Years and 8 Months,No,0.0,671.4431475848913,Low_spent_Medium_value_payments,284.4888524151088,Standard
0x14f7d,CUS_0x3fb4,August,Sassarda,33,#F%$D@*&8,Mechanic,73871.32,5985.943333333334,5,7,10,0,,20,19,4.01,4.0,Standard,217.57,30.229471953088016,15 Years and 8 Months,No,0.0,564.4773614128271,Low_spent_Medium_value_payments,314.11697192050616,Standard
0x14f89,CUS_0xbecb,August,Laessingk,29,052-29-4200,Journalist,8514715,525.5595833333333,514,7,22,6,"Auto Loan, Student Loan, Mortgage Loan, Student Loan, Payday Loan, and Student Loan",21,16,23.04,11.0,Bad,4403.86,35.9272030600906,9 Years and 4 Months,Yes,21.48330723081389,__10000__,Low_spent_Small_value_payments,288.9896240365617,Poor
0x14f95,CUS_0xb3b3,August,Suoninenm,19,704-29-2598,Accountant,68893.59,5989.1325,3,7,2,4,"Mortgage Loan, Personal Loan, Not Specified, and Credit-Builder Loan",18,14,2.53,5.0,Good,1054.24,30.455363930180297,25 Years and 4 Months,No,147.37002782681262,82.5665268560238,High_spent_Large_value_payments,608.9766953171636,Good
0x14fa1,CUS_0x2bc9,August,Nateb,43,073-13-5403,Engineer,37819.13,3185.5941666666663,0,3,1,4,"Mortgage Loan, Mortgage Loan, Payday Loan, and Payday Loan",9,1,7.63,1.0,Good,754.73,24.558523610353852,27 Years and 8 Months,No,79.44872834098895,252.0297495548122,Low_spent_Large_value_payments,257.08093877086554,Poor
0x14fad,CUS_0x4feb,August,Skariachanc,31_,921-30-7278,Journalist,33726.6_,2477.6724440386192,6,5,19,-100,,17,14,13.65,10.0,_,1251.27,31.78157511711275,28 Years and 6 Months,Yes,382.8775559613809,90.06296489472116,High_spent_Medium_value_payments,445.9920351052788,Standard
0x14fb9,CUS_0x8036,August,,46,102-56-8758,_______,78984.46,6360.038333333334,4,2,8,1,Mortgage Loan,7,9_,8.15,5.0,Good,322.42,41.94755353159493,NA,No,50.09499242108427,147.12785491327094,High_spent_Large_value_payments,678.7809859989783,Good
0x14fc5,CUS_0xc05d,August,Ingridp,19,172-24-4809,Lawyer,9531.25,,8,10,22,8,"Personal Loan, Not Specified, Home Equity Loan, Credit-Builder Loan, Debt Consolidation Loan, Auto Loan, Not Specified, and Credit-Builder Loan",18,21,_,9.0,Bad,4870.95,26.934363611871586,3 Years and 6 Months,NM,40.472251628510925,57.586228998061905,!@9#%8,251.36860270676047,Poor
0x14fd1,CUS_0xbe3,August,Ingrassian,31,074-22-4935,Lawyer,20730.15,1661.5125,6,5,27,5,"Personal Loan, Not Specified, Mortgage Loan, Home Equity Loan, and Payday Loan",54,22,2.75,16.0,Bad,2361.69,25.319349125234844,NA,Yes,24325.0,106.31872072412888,Low_spent_Large_value_payments,281.6767278172355,Standard
0x14fdd,CUS_0x383c,August,Jamesk,56,329-16-0543,Teacher,89342.58,7644215,5,3,5,0,,-2,11,8.08,1.0,Good,533.66,41.312253233883695,30 Years and 0 Months,No,24612.0,147.68313171865566,High_spent_Small_value_payments,876.7383682813443,Standard
0x14fe9,CUS_0x26f8,August,,26,745-83-5485,Engineer,29374.77,2377.8975,3,7,6,2,"Student Loan, and Payday Loan",23,15,16.65,7.0,Standard,1189.37,35.68771723561059,20 Years and 3 Months,Yes,40.26407406013254,158.488561620771,!@9#%8,329.0371143190965,Poor
0x14ff5,CUS_0x1eee,August,Gardnerp,34,513-08-1791,Teacher,115649.52,9400.46,5,5,9,2,"Payday Loan, and Home Equity Loan",7,8,10.46,6.0,Good,641.04,36.710363046080715,NA,NM,104.61946596323901,146.04456704786315,High_spent_Large_value_payments,929.3819669888981,Standard
